iter	RMSE
487	516112.2703
488	515257.8947
489	514448.4278
490	514331.9755
491	513571.526
492	512564.9759
493	512544.9245
494	512520.962
495	512384.8542
496	511996.0145
497	511261.1835
498	510746.4796
499	509908.6618
500	509754.6879
501	508985.2372
502	508614.9567
503	508482.9903
504	507594.9786
505	507171.1791
506	507027.6406
507	507004.8697
508	506081.4336
509	505761.1893
510	505358.4569
511	505331.4884
512	505068.9226
513	504653.6227
514	504519.225
515	504373.7135
516	503898.3409
517	502623.0829
518	502498.0479
519	502471.0187
520	502261.1112
521	501877.7646
522	500910.6892
523	500759.2597
524	500740.7828
525	500629.0252
526	499839.1373
527	499700.1662
528	499533.8383
529	499031.3866
530	498849.4513
531	498203.2013
532	497878.346
533	497688.4139
534	497556.5292
535	496556.527
536	496536.2275
537	496300.7924
538	496197.7235
539	495402.4115
540	495199.9565
541	494739.3391
542	494525.6033
543	493889.4142
544	493455.2064
545	493293.3065
546	493276.4715
547	492538.1025
548	492380.1369
549	491958.8767
550	491760.0338
551	491516.6373
552	491077.7403
553	491052.9105
554	489776.5206
555	489483.3814
556	489051.4977
557	488930.6685
558	488263.2937
559	487904.586
560	487126.0307
561	486477.5284
562	486457.7574
563	485646.5667
564	485541.771
565	485092.6829
566	484977.6367
567	483850.0602
568	483569.6401
569	483436.5489
570	483421.2061
571	482774.0393
572	482756.0982
573	482742.7393
574	482273.5155
575	482256.8448
576	482065.9222
577	481774.8787
578	481759.5295
579	481641.1953
580	481175.6279
581	480784.8553
582	480599.3466
583	480460.0521
584	480041.1484
585	480027.0975
586	479628.201
587	479615.6534
588	479508.9347
589	479093.4337
590	478914.0899
591	478484.3554
592	476919.4749
593	476642.2249
594	476187.115
595	475216.5256
596	474449.5645
597	474347.4073
598	474062.284
599	473304.2335
600	473130.6328
601	472495.117
602	472422.6203
603	471639.6111
604	471446.9715
605	471353.818
606	471252.4241
607	471136.1932
608	470817.8689
609	470442.541
610	470343.2855
611	469858.6229
612	469417.6818
613	469312.4037
614	469195.7486
615	469094.162
616	468766.0302
617	468274.6235
618	467618.5408
619	467383.5685
620	467060.3129
621	465542.2025
622	465153.8783
623	464412.5567
624	463819.111
625	463584.2972
626	463572.9545
627	463369.4353
628	463351.8912
629	463148.2671
630	463137.3205
631	463045.447
632	462951.1219
633	462563.7391
634	462474.5953
635	462258.637
636	461858.9411
637	461848.5628
638	461438.9317
639	460688.2354
640	460440.8901
641	460209.3917
642	460074.3245
643	459982.1329
644	459380.7571
645	459290.4476
646	458973.4092
647	458838.5529
648	458757.2364
649	457843.3554
650	457832.4956
651	457040.5806
652	456986.3866
653	456823.175
654	456572.2021
655	456378.0403
656	455404.673
657	455324.6579
658	455140.2762
659	454886.5234
660	454497.1754
661	454135.1853
662	453589.8888
663	453471.586
664	453293.5369
665	452741.827
666	452608.3114
667	452217.8405
668	452200.2594
669	451852.3893
670	451408.9171
671	450949.398
672	450852.3531
673	450456.497
674	449861.082
675	449209.6594
676	448868.0743
677	448415.9286
678	448336.7776
679	448153.2115
680	448030.0928
681	447900.7833
682	447797.2395
683	447646.1844
684	447004.5383
685	446703.5544
686	446625.022
687	446116.3946
688	446048.5353
689	446028.5885
690	445703.7576
691	445466.096
692	445380.3362
693	444371.9996
694	444359.5162
695	444212.3641
696	443845.6974
697	443565.8801
698	443554.9503
699	443319.6232
700	442755.8773
701	442403.8684
702	441937.4086
703	441226.3158
704	440927.8203
705	440133.6261
706	440032.4783
707	439968.542
708	439669.415
709	439369.4458
710	439363.2158
711	439287.9155
712	439193.5678
713	439129.8457
714	438866.0828
715	438857.4212
716	438407.84
717	437947.3634
718	437527.2259
719	436943.6474
720	436396.93
721	435387.6471
722	435380.5813
723	435267.4933
724	435146.047
725	435065.7854
726	434561.8079
727	434201.4424
728	433693.4565
729	433245.7784
730	432969.9685
731	432508.4134
732	432435.8599
733	432084.0956
734	431763.7223
735	431041.7804
736	430740.0854
737	430668.9258
738	430249.0541
739	429247.18
740	428800.8908
741	428698.3526
742	428538.9038
743	428472.3621
744	428010.941
745	427657.1602
746	427518.9382
747	427162.9452
748	426735.7827
749	426301.3505
750	426122.8462
751	425808.3271
752	425768.2991
753	424990.2456
754	424398.8203
755	424289.048
756	423634.5287
757	423213.3932
758	422958.9083
759	422831.6801
760	422794.5062
761	422729.2016
762	422496.9425
763	422384.7964
764	422030.3754
765	421729.085
766	421631.7372
767	421000.2224
768	420703.7173
769	420689.847
770	420303.1878
771	420008.2185
772	419182.9115
773	418880.2761
774	418872.4994
775	418864.4904
776	418699.2032
777	418367.2827
778	417328.9024
779	417064.8926
780	416919.7776
781	416752.1886
782	415937.1877
783	415626.2756
784	415023.8338
785	414587.3812
786	414144.6537
787	413793.1981
788	413658.3165
789	413590.1548
790	413569.5583
791	413096.13
792	413087.1192
793	412962.7318
794	412380.5315
795	412312.5418
796	411943.3169
797	411567.1657
798	410982.6049
799	410462.9206
800	410452.7795
801	409997.1021
802	409393.6626
803	409143.1459
804	408877.0653
805	408293.7389
806	408218.453
807	408157.7512
808	408038.6354
809	407625.7812
810	407322.8046
811	407183.6542
812	407053.9038
813	406921.5783
814	406707.1154
815	406641.5873
816	406632.7518
817	406530.3555
818	406270.8861
819	406214.9489
820	405723.3061
821	405442.8145
822	405432.8019
823	405146.5633
824	404773.1383
825	404591.8189
826	404581.9882
827	404370.9165
828	403809.6219
829	403074.8568
830	402824.4344
831	402768.3502
832	402359.0791
833	402238.635
834	401577.323
835	401089.9571
836	401053.6647
837	400744.2928
838	399876.3019
839	399216.8752
840	399052.8179
841	398997.7196
842	398739.7738
843	398668.671
844	398220.6104
845	397969.6946
846	397742.7005
847	397625.0318
848	397474.4797
849	397237.0829
850	396969.904
851	396819.8837
852	396454.0314
853	396193.6829
854	395884.8692
855	395709.3956
856	395606.1698
857	395361.8965
858	395317.0365
859	395305.111
860	395014.176
861	394406.6329
862	393628.7538
863	393533.2877
864	393347.0325
865	393294.6583
866	392809.8525
867	392450.4305
868	392082.9548
869	391947.7666
870	391901.1356
871	391187.3614
872	390994.2612
873	390740.8233
874	390255.3351
875	389770.617
876	389614.6992
877	389538.0091
878	389488.0069
879	388994.6071
880	388917.9851
881	388816.2909
882	388445.4019
883	388395.8383
884	388268.1367
885	388193.4817
886	387746.4823
887	387691.2508
888	386899.103
889	386843.2936
890	386581.9431
891	386426.5981
892	386192.2217
893	385999.5727
894	385963.7217
895	385252.9393
896	385216.5845
897	385062.9241
898	384402.9032
899	383978.0782
900	383267.9377
901	383207.7779
902	382718.8177
903	382567.3631
904	382069.2439
905	381953.3345
906	381778.5364
907	381676.0241
908	381440.8622
909	380644.4985
910	380393.2114
911	380210.9903
912	380076.6041
913	379575.8036
914	379567.4372
915	379049.0407
916	378785.1799
917	378660.5812
918	378611.9789
919	378602.0039
920	378575.2032
921	378529.9169
922	378317.0123
923	378123.2902
924	377633.8138
925	377419.4598
926	377085.0898
927	377044.4292
928	376794.6079
929	376690.3446
930	376273.4222
931	376189.2338
932	375815.8141
933	375772.6232
934	375104.5657
935	375000.6183
936	374637.3089
937	374595.3437
938	374551.5532
939	374403.8718
940	374363.5817
941	373881.7781
942	373820.6394
943	373487.6438
944	372859.3354
945	372633.4
946	372441.7367
947	372213.0728
948	371988.7255
949	371844.7016
950	371620.2072
951	371513.878
952	371332.3881
953	371070.53
954	370850.1353
955	370724.5245
956	370498.6254
957	370493.2167
958	370277.6162
959	370266.9674
960	369928.6124
961	369855.8019
962	369648.4456
963	369529.1427
964	369291.1354
965	369113.9234
966	368737.4824
967	368726.7755
968	368601.9712
969	368560.3103
970	368483.7059
971	368429.1387
972	368239.9351
973	367945.7061
974	367716.5856
975	367710.1229
976	367489.6819
977	367183.3375
978	366607.8603
979	366497.2555
980	366387.163
981	366344.5376
982	366244.6033
983	366188.3668
984	365537.4128
985	365125.2778
986	365015.1733
987	364801.1708
988	363987.7002
989	363675.4544
990	363422.195
991	363318.1623
992	363308.3991
993	362769.6083
994	362699.1397
995	362424.4708
996	362174.3314
997	362055.4879
998	361962.4391
999	361872.2256
