iter	RMSE
276	0.6351841032
277	0.6342352493
278	0.6331111053
279	0.6330069501
280	0.6320417036
281	0.6316852248
282	0.630443969
283	0.6296487372
284	0.6286609744
285	0.6274120688
286	0.6264942201
287	0.6259022136
288	0.6255900207
289	0.6243440896
290	0.6231879317
291	0.6223462661
292	0.6205828359
293	0.6197538204
294	0.6196884496
295	0.6189988838
296	0.6183712478
297	0.618089046
298	0.6166629626
299	0.6161160289
300	0.6155860893
301	0.6148734312
302	0.6141115044
303	0.6138533129
304	0.6133198332
305	0.6128363197
306	0.6121905694
307	0.6107004063
308	0.6101414805
309	0.6097246923
310	0.6086904148
311	0.6065936553
312	0.6063059577
313	0.6062383323
314	0.6053099983
315	0.6046000144
316	0.6041000831
317	0.6037869283
318	0.6033971957
319	0.602578003
320	0.6013606163
321	0.5992552395
322	0.5988445844
323	0.5985620062
324	0.5979241156
325	0.5970984553
326	0.5962331668
327	0.5955913628
328	0.5946175684
329	0.5938123031
330	0.5935562899
331	0.592969009
332	0.5922453497
333	0.5915874571
334	0.5914730092
335	0.5910342514
336	0.5905489513
337	0.5902622353
338	0.5896347492
339	0.589588501
340	0.589267209
341	0.5886342716
342	0.5883006667
343	0.5878205128
344	0.5877728514
345	0.5875580072
346	0.5869973299
347	0.5867647
348	0.5859723897
349	0.5841414832
350	0.5837310845
351	0.5827555237
352	0.5823864423
353	0.5814281656
354	0.5809202818
355	0.5797873936
356	0.57861129
357	0.5780782476
358	0.5778553623
359	0.5766287521
360	0.5761291098
361	0.5749073904
362	0.5747043197
363	0.5738591527
364	0.5736498214
365	0.5731689783
366	0.5725909648
367	0.5719504778
368	0.5710847416
369	0.570883037
370	0.5708316629
371	0.5706347639
372	0.5695308059
373	0.5694815613
374	0.5694439527
375	0.5680445221
376	0.5672767979
377	0.566821054
378	0.5665598392
379	0.5654575121
380	0.5649493779
381	0.564470167
382	0.564346369
383	0.5638732827
384	0.5636732113
385	0.5629640215
386	0.5625466988
387	0.5613073553
388	0.5594753797
389	0.5588223081
390	0.5585528957
391	0.5579775077
392	0.5573013048
393	0.556936001
394	0.5563203688
395	0.5561079563
396	0.5559667794
397	0.5555680529
398	0.5547868473
399	0.5545746314
400	0.554175821
401	0.5538992128
402	0.5527872378
403	0.5521362208
404	0.5509215223
405	0.5506868644
406	0.5505155356
407	0.5503147085
408	0.5498400314
409	0.5490115121
410	0.5489665515
411	0.5489336537
412	0.5482280907
413	0.547703824
414	0.547317961
415	0.5456619118
416	0.5453407713
417	0.545299418
418	0.5443190483
419	0.5442841691
420	0.544102882
421	0.544066164
422	0.5439096758
423	0.5424274048
424	0.5414003385
425	0.5413102374
426	0.5410730624
427	0.5409101008
428	0.5407904008
429	0.5406389169
430	0.5406077251
431	0.5403438614
432	0.5398532343
433	0.5398206476
434	0.5394899566
435	0.5391766246
436	0.5388353852
437	0.537901838
438	0.5378698093
439	0.537663472
440	0.5372795493
441	0.5369927667
442	0.5369569267
443	0.5363810696
444	0.5361980302
445	0.534909256
446	0.5347447841
447	0.5342416989
448	0.534082593
449	0.5332461043
450	0.5332172574
451	0.5331935675
452	0.532815432
453	0.5327906977
454	0.5312797242
455	0.5301856551
456	0.529864938
457	0.528470397
458	0.5283294571
459	0.5274267747
460	0.5274055592
461	0.5272820024
462	0.527120081
463	0.5268341681
464	0.5263454173
465	0.5259060863
466	0.525394182
467	0.5252553511
468	0.5249937674
469	0.5244355184
470	0.5242599424
471	0.5242294635
472	0.5238034671
473	0.5232302645
474	0.5223111173
475	0.5221485166
476	0.5216508183
477	0.5216303093
478	0.5203517824
479	0.5201758879
480	0.5192599964
481	0.5178673735
482	0.5177126602
483	0.5176922893
484	0.5175645591
485	0.5172317689
486	0.5168467993
487	0.5161122686
488	0.515257893
489	0.5144484262
490	0.5143319739
491	0.5135715243
492	0.5125649742
493	0.5125449228
494	0.5125209603
495	0.5123848526
496	0.5119960129
497	0.5112611819
498	0.510746478
499	0.5099086602
500	0.5097546862
501	0.5089852356
502	0.5086149551
503	0.5084829887
504	0.5075949771
505	0.5071711777
506	0.5070276392
507	0.5070048683
508	0.5060814322
509	0.5057611879
510	0.5053584555
511	0.505331487
512	0.5050689213
513	0.5046536214
514	0.5045192237
515	0.5043737122
516	0.5038983396
517	0.5026230817
518	0.5024980466
519	0.5024710175
520	0.50226111
521	0.5018777634
522	0.500910688
523	0.5007592585
524	0.5007407816
525	0.500629024
526	0.4998391362
527	0.4997001652
528	0.4995338373
529	0.4990313854
530	0.4988494502
531	0.4982032002
532	0.4978783449
533	0.4976884128
534	0.4975565281
535	0.496556526
536	0.4965362265
537	0.4963007914
538	0.4961977225
539	0.4954024106
540	0.4951999556
541	0.4947393382
542	0.4945256024
543	0.4938894133
544	0.4934552056
545	0.4932933057
546	0.4932764706
547	0.4925381018
548	0.4923801362
549	0.491958876
550	0.4917600331
551	0.4915166366
552	0.4910777396
553	0.4910529098
554	0.4897765199
555	0.4894833807
556	0.489051497
557	0.4889306679
558	0.488263293
559	0.4879045853
560	0.4871260301
561	0.4864775279
562	0.4864577568
563	0.4856465662
564	0.4855417705
565	0.4850926825
566	0.4849776363
567	0.4838500598
568	0.4835696397
569	0.4834365485
570	0.4834212057
571	0.482774039
572	0.4827560979
573	0.4827427391
574	0.4822735152
575	0.4822568445
576	0.4820659219
577	0.4817748784
578	0.4817595292
579	0.481641195
580	0.4811756276
581	0.480784855
582	0.4805993464
583	0.4804600519
584	0.4800411482
585	0.4800270973
586	0.4796282007
587	0.4796156531
588	0.4795089345
589	0.4790934335
590	0.4789140896
591	0.4784843552
592	0.4769194746
593	0.4766422247
594	0.4761871148
595	0.4752165254
596	0.4744495644
597	0.4743474073
598	0.4740622838
599	0.4733042335
600	0.4731306327
601	0.4724951169
602	0.4724226203
603	0.4716396111
604	0.4714469714
605	0.4713538179
606	0.471252424
607	0.4711361932
608	0.4708178689
609	0.470442541
610	0.4703432855
611	0.4698586229
612	0.4694176818
613	0.4693124037
614	0.4691957486
615	0.469094162
616	0.4687660303
617	0.4682746236
618	0.4676185408
619	0.4673835685
620	0.467060313
621	0.4655422025
622	0.4651538782
623	0.4644125567
624	0.4638191109
625	0.4635842971
626	0.4635729544
627	0.4633694352
628	0.4633518911
629	0.4631482671
630	0.4631373204
631	0.463045447
632	0.4629511218
633	0.4625637391
634	0.4624745953
635	0.462258637
636	0.4618589411
637	0.4618485628
638	0.4614389318
639	0.4606882355
640	0.4604408903
641	0.4602093919
642	0.4600743246
643	0.459982133
644	0.4593807572
645	0.4592904477
646	0.4589734092
647	0.458838553
648	0.4587572365
649	0.4578433555
650	0.4578324956
651	0.4570405805
652	0.4569863866
653	0.4568231749
654	0.4565722021
655	0.4563780403
656	0.455404673
657	0.4553246578
658	0.4551402762
659	0.4548865234
660	0.4544971754
661	0.4541351853
662	0.4535898888
663	0.453471586
664	0.453293537
665	0.4527418271
666	0.4526083115
667	0.4522178406
668	0.4522002595
669	0.4518523894
670	0.4514089172
671	0.4509493981
672	0.4508523532
673	0.4504564971
674	0.4498610822
675	0.4492096596
676	0.4488680745
677	0.4484159288
678	0.4483367779
679	0.4481532118
680	0.448030093
681	0.4479007836
682	0.4477972397
683	0.4476461847
684	0.4470045386
685	0.4467035547
686	0.4466250224
687	0.4461163949
688	0.4460485357
689	0.4460285889
690	0.4457037579
691	0.4454660963
692	0.4453803365
693	0.4443719999
694	0.4443595165
695	0.4442123644
696	0.4438456977
697	0.4435658804
698	0.4435549506
699	0.4433196235
700	0.4427558777
701	0.4424038688
702	0.441937409
703	0.4412263163
704	0.4409278207
705	0.4401336266
706	0.4400324788
707	0.4399685425
708	0.4396694155
709	0.4393694463
710	0.4393632163
711	0.439287916
712	0.4391935683
713	0.4391298462
714	0.4388660833
715	0.4388574217
716	0.4384078405
717	0.4379473639
718	0.4375272264
719	0.4369436479
720	0.4363969305
721	0.4353876475
722	0.4353805817
723	0.4352674937
724	0.4351460474
725	0.4350657858
726	0.4345618083
727	0.4342014428
728	0.4336934569
729	0.4332457788
730	0.4329699689
731	0.4325084139
732	0.4324358604
733	0.432084096
734	0.4317637228
735	0.4310417809
736	0.4307400859
737	0.4306689264
738	0.4302490547
739	0.4292471805
740	0.4288008913
741	0.4286983531
742	0.4285389044
743	0.4284723626
744	0.4280109416
745	0.4276571608
746	0.4275189387
747	0.4271629458
748	0.4267357833
749	0.4263013511
750	0.4261228467
751	0.4258083277
752	0.4257682996
753	0.4249902462
754	0.424398821
755	0.4242890487
756	0.4236345293
757	0.4232133938
758	0.4229589089
759	0.4228316808
760	0.4227945068
761	0.4227292023
762	0.4224969431
763	0.422384797
764	0.422030376
765	0.4217290856
766	0.4216317378
767	0.4210002231
768	0.420703718
769	0.4206898477
770	0.4203031885
771	0.4200082191
772	0.4191829122
773	0.4188802769
774	0.4188725002
775	0.4188644911
776	0.4186992039
777	0.4183672834
778	0.4173289029
779	0.4170648932
780	0.4169197782
781	0.4167521892
782	0.4159371882
783	0.4156262761
784	0.4150238343
785	0.4145873817
786	0.4141446542
787	0.4137931987
788	0.413658317
789	0.4135901553
790	0.4135695588
791	0.4130961305
792	0.4130871197
793	0.4129627323
794	0.4123805321
795	0.4123125425
796	0.4119433176
797	0.4115671664
798	0.4109826057
799	0.4104629214
800	0.4104527803
801	0.409997103
802	0.4093936635
803	0.4091431467
804	0.4088770662
805	0.4082937398
806	0.4082184539
807	0.4081577522
808	0.4080386363
809	0.4076257821
810	0.4073228056
811	0.4071836552
812	0.4070539048
813	0.4069215792
814	0.4067071164
815	0.4066415883
816	0.4066327528
817	0.4065303565
818	0.4062708872
819	0.40621495
820	0.4057233072
821	0.4054428155
822	0.4054328029
823	0.4051465643
824	0.4047731394
825	0.40459182
826	0.4045819893
827	0.4043709175
828	0.403809623
829	0.4030748579
830	0.4028244355
831	0.4027683513
832	0.4023590803
833	0.4022386361
834	0.401577324
835	0.4010899582
836	0.4010536658
837	0.4007442939
838	0.3998763031
839	0.3992168764
840	0.3990528191
841	0.3989977208
842	0.398739775
843	0.3986686723
844	0.3982206116
845	0.3979696959
846	0.3977427018
847	0.3976250331
848	0.3974744809
849	0.3972370842
850	0.3969699053
851	0.396819885
852	0.3964540327
853	0.3961936843
854	0.3958848705
855	0.3957093969
856	0.3956061711
857	0.3953618979
858	0.3953170378
859	0.3953051123
860	0.3950141773
861	0.3944066343
862	0.3936287552
863	0.3935332892
864	0.393347034
865	0.3932946597
866	0.3928098539
867	0.3924504319
868	0.3920829562
869	0.3919477681
870	0.3919011371
871	0.3911873629
872	0.3909942627
873	0.3907408248
874	0.3902553366
875	0.3897706185
876	0.3896147007
877	0.3895380106
878	0.3894880084
879	0.3889946087
880	0.3889179867
881	0.3888162925
882	0.3884454034
883	0.3883958398
884	0.3882681382
885	0.3881934832
886	0.3877464838
887	0.3876912523
888	0.3868991045
889	0.3868432951
890	0.3865819446
891	0.3864265995
892	0.3861922232
893	0.3859995742
894	0.3859637232
895	0.3852529409
896	0.3852165861
897	0.3850629257
898	0.3844029048
899	0.3839780799
900	0.3832679393
901	0.3832077795
902	0.3827188193
903	0.3825673647
904	0.3820692455
905	0.3819533361
906	0.3817785379
907	0.3816760256
908	0.3814408637
909	0.3806445
910	0.380393213
911	0.3802109919
912	0.3800766057
913	0.3795758052
914	0.3795674389
915	0.3790490424
916	0.3787851815
917	0.3786605828
918	0.3786119806
919	0.3786020055
920	0.3785752048
921	0.3785299186
922	0.378317014
923	0.3781232919
924	0.3776338156
925	0.3774194615
926	0.3770850915
927	0.3770444309
928	0.3767946095
929	0.3766903463
930	0.3762734238
931	0.3761892355
932	0.3758158158
933	0.3757726248
934	0.3751045673
935	0.3750006199
936	0.3746373105
937	0.3745953453
938	0.3745515548
939	0.3744038735
940	0.3743635833
941	0.3738817798
942	0.3738206411
943	0.3734876454
944	0.3728593371
945	0.3726334017
946	0.3724417383
947	0.3722130744
948	0.3719887271
949	0.3718447033
950	0.3716202088
951	0.3715138796
952	0.3713323897
953	0.3710705316
954	0.3708501369
955	0.3707245262
956	0.370498627
957	0.3704932183
958	0.3702776178
959	0.370266969
960	0.3699286141
961	0.3698558036
962	0.3696484473
963	0.3695291444
964	0.3692911371
965	0.369113925
966	0.3687374841
967	0.3687267772
968	0.3686019729
969	0.368560312
970	0.3684837076
971	0.3684291404
972	0.3682399368
973	0.3679457078
974	0.3677165873
975	0.3677101246
976	0.3674896836
977	0.3671833392
978	0.366607862
979	0.3664972572
980	0.3663871647
981	0.3663445393
982	0.366244605
983	0.3661883685
984	0.3655374145
985	0.3651252796
986	0.365015175
987	0.3648011726
988	0.3639877018
989	0.363675456
990	0.3634221967
991	0.363318164
992	0.3633084007
993	0.36276961
994	0.3626991414
995	0.3624244725
996	0.3621743331
997	0.3620554896
998	0.3619624407
999	0.3618722273
